id,nom,description,url publique,url API,fichiers,indicateur qualité,qualité,service producteur,nombre réutilisation,tags,groups,territorial coverage,territorial coverage granularity,temporal_coverage_from,temporal_coverage_to,license,revision
40-delits-a-la-police-des-etrangers-evolution-de-l-action-des-services-index-69-30379700,40 - Délits à la police des étrangers – Évolution de l’action des services – index 69,Immigration irrégulière : Le séjour irrégulier sur le territoire (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/40-delits-a-la-police-des-etrangers-evolution-de-l-action-des-services-index-69-30379700,http://www.data.gouv.fr/api/3/action/package_show?id=40-delits-a-la-police-des-etrangers-evolution-de-l-action-des-services-index-69-30379700,"
XLS: http://static.data.gouv.fr/fd/041ad771b81deed1740b72830f0377f010d6a9ecd299bd9c728c53bb9d80e8.xls","",,,0,"",societe,Country/FR/FRANCE,,2008-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T10:07:11.544035
22-nombre-d-accedants-a-la-nationalite-francaise-par-mariage-30379674,22 - Nombre d’accédants à la nationalité française par mariage,Admission au séjour : Analyse de l'immigration selon les motifs (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/22-nombre-d-accedants-a-la-nationalite-francaise-par-mariage-30379674,http://www.data.gouv.fr/api/3/action/package_show?id=22-nombre-d-accedants-a-la-nationalite-francaise-par-mariage-30379674,"
XLS: http://static.data.gouv.fr/99/3e9e66e693c99702d0eec91f4997789893e1c0c0af51b83ba7c0c58e12f471.xls","",,,0,"",societe,Country/FR/FRANCE,,2006-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-04T14:54:01.719259
29-nombre-de-visas-de-long-sejour-valant-titre-de-sejour-vls-ts-551525,29 - Nombre de visas de long séjour valant titre de séjour (VLS-TS),Admission au séjour : Analyse de l'immigration selon le type de titre de séjour (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/29-nombre-de-visas-de-long-sejour-valant-titre-de-sejour-vls-ts-551525,http://www.data.gouv.fr/api/3/action/package_show?id=29-nombre-de-visas-de-long-sejour-valant-titre-de-sejour-vls-ts-551525,"
XLS: http://static.data.gouv.fr/a6/b528c2ddca92447d8a8b60415089b81b75fb9318103d01efabf5873dc8add2.xls","",,,0,"",societe,MetropoleOfCountry/FR/FRANCE METROPOLITAINE,,2010-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T10:06:17.694096
34-stock-de-titres-et-autorisations-provisoires-de-sejour-en-cours-de-validite-30379479,34 - Stock de titres et autorisations provisoires de séjour en cours de validité,Admission au séjour : Analyse de l'immigration selon le type de titre de séjour (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/34-stock-de-titres-et-autorisations-provisoires-de-sejour-en-cours-de-validite-30379479,http://www.data.gouv.fr/api/3/action/package_show?id=34-stock-de-titres-et-autorisations-provisoires-de-sejour-en-cours-de-validite-30379479,"
XLS: http://static.data.gouv.fr/8c/d2b5ec0b5bbeec89bcd6822aa8be75ca78a7167a2bb088e83ad2cf5c726930.xls","",,,0,"",societe,Country/FR/FRANCE,,2006-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:45:12.421853
ensemble-des-immigres-vivant-hors-menages-ordinaires-30379693,Ensemble des immigrés vivant hors ménages ordinaires,Atlas national des populations immigrées (PRIPI 2010 - 2012),http://www.data.gouv.fr/fr/dataset/ensemble-des-immigres-vivant-hors-menages-ordinaires-30379693,http://www.data.gouv.fr/api/3/action/package_show?id=ensemble-des-immigres-vivant-hors-menages-ordinaires-30379693,"
XLS: http://static.data.gouv.fr/c3/e0ce46c2758d944527842b27508a407b7c16fc333771cdd929b5efe58ea2d0.xls

Télécharger Atlas national des populations immigrées
: http://www.immigration.gouv.fr/IMG/pdf/Atlas_national_PI_060711b.pdf","",,,0,"",societe,Country/FR/FRANCE,,,,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:47:00.550308
36-stock-de-titres-et-autorisations-provisoires-de-sejour-en-cours-de-validite-par-national-30379667,36 - Stock de titres et autorisations provisoires de séjour en cours de validité par nationalité,Admission au séjour : Analyse de l'immigration selon le type de titre de séjour (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/36-stock-de-titres-et-autorisations-provisoires-de-sejour-en-cours-de-validite-par-national-30379667,http://www.data.gouv.fr/api/3/action/package_show?id=36-stock-de-titres-et-autorisations-provisoires-de-sejour-en-cours-de-validite-par-national-30379667,"
XLS: http://static.data.gouv.fr/1b/a92a82e05077de4068680c101e0c9e90e523e0358a4fcc375d7bf787848374.xls","",,,0,"",societe,Country/FR/FRANCE,,2006-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:48:54.047440
acquisitions-de-la-nationalite-francaise-selon-la-nationalite-30379832,Acquisitions de la nationalité française selon la nationalité,Acquisition de la nationalité française (DSED),http://www.data.gouv.fr/fr/dataset/acquisitions-de-la-nationalite-francaise-selon-la-nationalite-30379832,http://www.data.gouv.fr/api/3/action/package_show?id=acquisitions-de-la-nationalite-francaise-selon-la-nationalite-30379832,"
XLS: http://static.data.gouv.fr/84/9dcd065b4aa132928a982b0892e3e78351cfd7429cab35985ed702a2bf8537.xls","",,,0,"",societe,Country/FR/FRANCE,,1999-01-01,2009-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:57:06.430763
61-nationalite-des-porteurs-de-faux-documents-551529,61 - Nationalité des porteurs de faux documents,Immigration irrégulière : La lutte contre les fraudes à l'identité et à la fraude documentaire (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/61-nationalite-des-porteurs-de-faux-documents-551529,http://www.data.gouv.fr/api/3/action/package_show?id=61-nationalite-des-porteurs-de-faux-documents-551529,"
XLS: http://static.data.gouv.fr/d4/3dfe0ee5a23150a0030b9de58cf094f770fe8a4a8bc1ab13db21dc14700d11.xls","",,,0,"",societe,Country/FR/FRANCE,,2010-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:47:05.889351
statut-d-occupation-du-logement-des-menages-immigres-et-non-immigres-30379739,Statut d’occupation du logement des ménages immigrés et non immigrés,Atlas national des populations immigrées (PRIPI 2010 - 2012),http://www.data.gouv.fr/fr/dataset/statut-d-occupation-du-logement-des-menages-immigres-et-non-immigres-30379739,http://www.data.gouv.fr/api/3/action/package_show?id=statut-d-occupation-du-logement-des-menages-immigres-et-non-immigres-30379739,"
XLS: http://static.data.gouv.fr/e4/e71e191cd95461d32bb9f6284c15506f87e94dfdc9fcc5bb46c74c3ee84483.xls

Télécharger Atlas national des populations immigrées
: http://www.immigration.gouv.fr/IMG/pdf/Atlas_national_PI_060711b.pdf","",,,0,"",societe,Country/FR/FRANCE,,,,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:47:54.136146
13-evolution-du-nombre-d-ambassades-et-de-consulats-equipes-depuis-et-du-nombre-de-visas-biom-551513,13 - Evolution du nombre d’ambassades et de consulats équipés depuis et du nombre de visas biométriques délivrés,Politique de délivrance des visas : Moyens et méthodes (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/13-evolution-du-nombre-d-ambassades-et-de-consulats-equipes-depuis-et-du-nombre-de-visas-biom-551513,http://www.data.gouv.fr/api/3/action/package_show?id=13-evolution-du-nombre-d-ambassades-et-de-consulats-equipes-depuis-et-du-nombre-de-visas-biom-551513,"
XLS: http://static.data.gouv.fr/10/510e1430b86e83522266406a89199adc2006817abe0e4625114ac53c148c5b.xls","",,,0,"",societe,MetropoleOfCountry/FR/FRANCE METROPOLITAINE,,2005-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:57:19.533218
origine-geographique-des-acquerants-par-declaration-au-titre-du-mariage-30379732,Origine géographique des acquérants par déclaration au titre du mariage,Acquisition de la nationalité française (DSED),http://www.data.gouv.fr/fr/dataset/origine-geographique-des-acquerants-par-declaration-au-titre-du-mariage-30379732,http://www.data.gouv.fr/api/3/action/package_show?id=origine-geographique-des-acquerants-par-declaration-au-titre-du-mariage-30379732,"
XLS: http://static.data.gouv.fr/05/308d19f95b941f3a580f098a781a9e07020c80a6ad9d3a68736c0ace2b4dd8.xls","",,,0,"",societe,Country/FR/FRANCE,,1995-01-01,2009-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:59:29.617653
118-les-nouveaux-francais-selon-leur-origine-geographique-toutes-procedures-confondues-571499,"118 - Les nouveaux Français selon leur origine géographique, toutes procédures confondues","Les acquisitions de la nationalité française : en 2010, le flux annuel des acquisitions de la nationalité française avec 143 275 nouveaux Français a connu une augmentation liée notamment aux acquisitions de la nationalité par le mariage. Ce flux reste très proche de la moyenne observée sur les dix dernières années (142 700). Au 1er janvier 2007, sur les 5,2 millions d’immigrés recensés dans la population française, 2,1 millions étaient des Français par acquisition.",http://www.data.gouv.fr/fr/dataset/118-les-nouveaux-francais-selon-leur-origine-geographique-toutes-procedures-confondues-571499,http://www.data.gouv.fr/api/3/action/package_show?id=118-les-nouveaux-francais-selon-leur-origine-geographique-toutes-procedures-confondues-571499,"
XLS: http://static.data.gouv.fr/1d/4af677a7225170b24be21fa32bd1e64daaedcfaf38c0bbfbf5130c8fa72a08.xls","",,,0,"",societe,Country/FR/FRANCE,,1998-01-01,2009-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:52:32.038072
population-etrangere-activite-30379639,Population étrangère : Activité,Atlas national des populations immigrées (PRIPI 2010 - 2012),http://www.data.gouv.fr/fr/dataset/population-etrangere-activite-30379639,http://www.data.gouv.fr/api/3/action/package_show?id=population-etrangere-activite-30379639,"
XLS: http://static.data.gouv.fr/78/10f4bf5c9a17b4e61b0cb0d49aba34c226522404edaddb0c9461ec0736756d.xls

Télécharger Atlas national des populations immigrées
: http://www.immigration.gouv.fr/IMG/pdf/Atlas_national_PI_060711b.pdf","",,,0,"",societe,Country/FR/FRANCE,,,,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:47:38.074358
statistiques-admissions-au-sejour-par-motif-30379430,Statistiques admissions au sejour par motif,Admission au séjour Titre de séjour (DSED),http://www.data.gouv.fr/fr/dataset/statistiques-admissions-au-sejour-par-motif-30379430,http://www.data.gouv.fr/api/3/action/package_show?id=statistiques-admissions-au-sejour-par-motif-30379430,"
XLS: http://static.data.gouv.fr/09/f12972e3151e954d899e4b29b99876996adb95fff9397da226bf007ca58626.xls","",,,1,"",societe,Country/FR/FRANCE,,2009-01-01,2009-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:53:01.160813
44-arretes-prefectoraux-de-reconduite-a-la-frontiere-et-obligations-de-quitter-le-territoir-30379553,44 - Arrêtés préfectoraux de reconduite à la frontière et obligations de quitter le territoire non exécutés,Immigration irrégulière : Le séjour irrégulier sur le territoire (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/44-arretes-prefectoraux-de-reconduite-a-la-frontiere-et-obligations-de-quitter-le-territoir-30379553,http://www.data.gouv.fr/api/3/action/package_show?id=44-arretes-prefectoraux-de-reconduite-a-la-frontiere-et-obligations-de-quitter-le-territoir-30379553,"
XLS: http://static.data.gouv.fr/30/6410ce2bf1337570b587108abf3b6c5ea3033946cf3205ad93365bf6829aa6.xls","",,,0,"",societe,Country/FR/FRANCE,,2008-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:46:36.429599
104-nombre-d-eloignements-realises-en-guadeloupe-30379503,104 - Nombre d’éloignements réalisés en Guadeloupe,Outre-mer : La situation migratoire (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/104-nombre-d-eloignements-realises-en-guadeloupe-30379503,http://www.data.gouv.fr/api/3/action/package_show?id=104-nombre-d-eloignements-realises-en-guadeloupe-30379503,"
XLS: http://static.data.gouv.fr/a7/fbec233819ba1a746724321aa14569eaeda6492e0322194f8986f4f5d7e834.xls","",,,0,"",societe,RegionOfFrance/01/GUADELOUPE,,2004-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-04T15:11:19.788042
97-population-etrangere-en-situation-reguliere-pays-tiers-30379459,97 - Population étrangère en situation régulière (pays tiers),Outre-mer immigration : Présentation générale (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/97-population-etrangere-en-situation-reguliere-pays-tiers-30379459,http://www.data.gouv.fr/api/3/action/package_show?id=97-population-etrangere-en-situation-reguliere-pays-tiers-30379459,"
XLS: http://static.data.gouv.fr/65/e9d7977c0a4f30ec87b05938408e080032fd63f05620695e596fb56b52d7a7.xls","",,,0,"",societe,"RegionOfFrance/01/GUADELOUPE,RegionOfFrance/02/MARTINIQUE,RegionOfFrance/03/GUYANE,RegionOfFrance/04/LA REUNION,RegionOfFrance/06/MAYOTTE",,2010-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:58:04.845838
37-nombre-de-refoulements-a-la-frontiere-30379642,37 - Nombre de refoulements à la frontière,Immigration irrégulière : Entrée irrégulière sur le territoire (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/37-nombre-de-refoulements-a-la-frontiere-30379642,http://www.data.gouv.fr/api/3/action/package_show?id=37-nombre-de-refoulements-a-la-frontiere-30379642,"
XLS: http://static.data.gouv.fr/c9/30f58f9cced2e305a2cc29a275a071d605323609e758031e7caca236ab42f0.xls","",,,0,"",societe,Country/FR/FRANCE,,2006-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-04T15:10:20.390773
77-principales-caracteristiques-des-signataires-du-cai-30379468,77 - Principales caractéristiques des signataires du CAI,Intégration et l’acquisition de la nationalité française : Accueil et premiers pas dans la société française : le contrat d'accueil et d'intégration (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/77-principales-caracteristiques-des-signataires-du-cai-30379468,http://www.data.gouv.fr/api/3/action/package_show?id=77-principales-caracteristiques-des-signataires-du-cai-30379468,"
XLS: http://static.data.gouv.fr/e4/f99cd9eee35b7bbd6dcf73d3ff3c711acd77af3d0295740a43fbde5d23c7ab.xls","",,,0,"",societe,Country/FR/FRANCE,,2011-01-01,2012-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:44:58.651496
95-repartition-des-contributions-composante-developpement-local-du-pcuc-551550,95 - Répartition des contributions – composante développement local du PCUC,Développement solidaire : Présentation stratégique du projet annuel de performances (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/95-repartition-des-contributions-composante-developpement-local-du-pcuc-551550,http://www.data.gouv.fr/api/3/action/package_show?id=95-repartition-des-contributions-composante-developpement-local-du-pcuc-551550,"
XLS: http://static.data.gouv.fr/ff/9d4f3e59a859954b0ba613ac56cad5bef6a3050bb20ff10a5ab9749779369f.xls","",,,0,"",societe,Country/FR/FRANCE,,2011-01-01,2012-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T10:00:27.925584
111-pourcentage-de-personnes-souhaitant-changer-de-logement-dans-la-deuxieme-annee-qui-suit-l-551570,111 - Pourcentage de personnes souhaitant changer de logement dans la deuxième année qui suit l'obtention du titre de séjour,"La mobilité résidentielle des nouveaux migrants : les nouveaux migrants ayant obtenu en 2006 leur premier titre de séjour sont plus mobiles que les Français car ils souhaitent accéder rapidement à un logement personnel ou améliorer le confort de leur logement. Le fait de déménager permet souvent de quitter une situation critique. Un an après leur arrivée en France, les nouveaux migrants sont encore nombreux à vouloir déménager. Ce sont quelques uns des enseignements tirés de l’enquête ""Parcours et Profils des migrants"" menée par la DREES(1) en 2006 et 2007.",http://www.data.gouv.fr/fr/dataset/111-pourcentage-de-personnes-souhaitant-changer-de-logement-dans-la-deuxieme-annee-qui-suit-l-551570,http://www.data.gouv.fr/api/3/action/package_show?id=111-pourcentage-de-personnes-souhaitant-changer-de-logement-dans-la-deuxieme-annee-qui-suit-l-551570,"
XLS: http://static.data.gouv.fr/ec/518a50b151cb356af9b403a69169c07cf58854d8316c28b7868af2bf08409f.xls

Consultation en ligne La mobilité résidentielle des nouveaux migrants
: http://www.immigration.gouv.fr/IMG/pdf/IM_21_022011.pdf","",,,0,"",societe,Country/FR/FRANCE,,2011-01-01,2011-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:59:26.860874
92-repartition-des-projets-par-pays-et-comparatif-551546,92 - Répartition des projets par pays et comparatif,Développement solidaire : Présentation stratégique du projet annuel de performances (Les orientations de la politique de l’immigration),http://www.data.gouv.fr/fr/dataset/92-repartition-des-projets-par-pays-et-comparatif-551546,http://www.data.gouv.fr/api/3/action/package_show?id=92-repartition-des-projets-par-pays-et-comparatif-551546,"
XLS: http://static.data.gouv.fr/e3/3430c8da0e11786b933e81c04bdcb84cb94d22e8738aa9054839893cd32473.xls","",,,0,"",societe,Country/FR/FRANCE,,2009-01-01,2012-12-31,Licence Ouverte / Open Licence / http://www.data.gouv.fr/Licence-Ouverte-Open-Licence,2013-09-05T09:58:36.582482
